0,1,2,3,4,5,6,7,8,9,10
Zollstock,Autopolitur,Farbe,Polystyrolkugel,Gluehbirne,,,,,,
Scheibenklar,Farbwalze,Kabel,Cutter,Brett,Lampenfassung,,,,,
Handschaufel,Gluehbirne,Einweggrill,Zange,Pinsel,Batterie,,,,,
Klebeband,Kleber,Handschaufel,Cutter,Zange,,,,,,
Handschuhe,Kabel,Mehrfachsteckdose,Batterie,Schraube,,,,,,
Autopolitur,Bremsenmittel,Einweggrill,Pinsel,Muellsack,Lack,Nagel,Topf,,,
Gluehbirne,Nagel,Klebeband,Topf,,,,,,,
Hammer,Farbwalze,Brett,Autopolitur,,,,,,,
Klebeband,Feuerzeug,Batterie,Kleber,Mehrfachsteckdose,Kabel,Polystyrolkugel,,,,
Lack,Handschuhe,Polystyrolkugel,,,,,,,,
Autopolitur,Akkuschrauber,Teelicht,Muellsack,Batterie,Kleber,Lampenfassung,,,,
Destilliertes Wasser,Lack,Pinsel,Feuerzeug,Lampenfassung,Farbwalze,Farbe,Zollstock,Hammer,Kleber,Mehrfachsteckdose
Kabel,Klebeband,Kleber,Polystyrolkugel,,,,,,,
Topf,Lampenfassung,Cutter,Handschaufel,Muellsack,Frostschutz,Spachtel,,,,
Akkuschrauber,Farbe,Farbwalze,Autopolitur,Batterie,Lampenfassung,,,,,
Schraubenzieher,Batterie,Cutter,Muellsack,Nagel,Spachtel,Bremsenmittel,Heckenschere,Gluehbirne,Farbe,
Frostschutz,Kleber,Kabel,Batterie,Cutter,Muellsack,Brett,,,,
Pinsel,Farbe,Nagel,Zollstock,Einweggrill,,,,,,
Kleber,Einweggrill,Klebeband,Gluehbirne,Schraubenzieher,Spachtel,,,,,
Bremsenmittel,Gluehbirne,Frostschutz,Muellsack,Kleber,,,,,,
Lampenfassung,Scheibenklar,Muellsack,Topf,Polystyrolkugel,,,,,,
Cutter,Destilliertes Wasser,Grillanzuender,Farbe,,,,,,,
Spachtel,Heckenschere,Lampenfassung,Frostschutz,Feuerzeug,Schraubenzieher,Handschuhe,,,,
Topf,Farbe,Batterie,Heckenschere,Bremsenmittel,Muellsack,,,,,
Farbwalze,Topf,Pinsel,Lampenfassung,Farbe,,,,,,
Zollstock,Scheibenklar,Gluehbirne,Farbwalze,Handschaufel,,,,,,
Klebeband,Farbe,Lampenfassung,Hammer,,,,,,,
Destilliertes Wasser,Spachtel,Kleber,Cutter,,,,,,,
Brett,Kleber,Feuerzeug,Hammer,Autopolitur,Polystyrolkugel,,,,,
Topf,Scheibenklar,Lampenfassung,Autopolitur,Handschuhe,Brett,,,,,
Schraubenzieher,Farbe,Kabel,Zollstock,,,,,,,
