0,1,2,3,4,5,6,7,8,9
14,12,,,,,,,,
3,22,27,22,23,34,,,,
14,6,16,27,,,,,,
32,28,29,18,,,,,,
22,1,,,,,,,,
33,7,8,34,5,2,,,,
15,,,,,,,,,
36,33,35,16,12,27,26,,,
16,6,15,13,18,21,23,34,35,
32,34,33,2,,,,,,
31,22,33,3,16,14,19,13,14,
16,14,21,14,17,,,,,
8,7,26,,,,,,,
9,23,,,,,,,,
10,20,9,8,15,,,,,
18,24,28,34,32,29,28,,,
21,13,11,4,9,7,16,,,
9,8,21,8,,,,,,
3,2,6,8,17,21,7,12,11,
33,32,,,,,,,,
25,24,31,16,13,,,,,
11,25,,,,,,,,
25,7,12,28,,,,,,
30,34,35,17,,,,,,
3,,,,,,,,,
17,21,33,8,9,18,6,20,,
30,21,,,,,,,,
24,17,19,,,,,,,
20,,,,,,,,,
25,9,16,8,12,15,14,,,
28,27,36,24,27,3,26,25,,
34,14,23,20,,,,,,
5,25,27,29,,,,,,
27,26,23,25,6,7,24,22,,
31,18,,,,,,,,
20,23,24,8,27,36,,,,
16,21,17,33,21,4,36,32,21,13
2,16,15,18,10,16,,,,
27,12,9,,,,,,,
19,31,8,18,30,19,29,,,
29,,,,,,,,,
31,30,1,16,6,15,31,13,30,
25,29,9,18,,,,,,
22,,,,,,,,,
23,,,,,,,,,
9,23,11,,,,,,,
23,24,22,24,28,,,,,
20,18,24,27,,,,,,
30,32,23,,,,,,,
10,13,1,2,,,,,,
34,24,25,14,7,14,16,21,28,
14,6,16,14,,,,,,
20,,,,,,,,,
6,16,13,16,15,11,14,13,16,
30,4,1,17,8,9,11,26,25,
9,8,10,26,6,34,35,36,23,22
17,2,4,5,6,20,9,7,22,
8,26,23,25,,,,,,
11,14,27,9,8,7,5,23,,
24,26,,,,,,,,
33,29,28,19,18,20,27,,,
31,13,31,11,15,16,15,2,4,
3,5,4,11,15,27,24,29,9,17
36,21,18,22,20,18,28,27,25,
12,22,,,,,,,,
27,2,3,4,2,9,18,13,9,
13,8,10,17,,,,,,
18,21,16,6,29,30,14,7,21,
1,28,33,,,,,,,
23,24,19,20,,,,,,
1,30,1,,,,,,,
21,17,22,34,35,21,27,15,23,24
22,35,32,4,29,31,23,22,7,18
7,15,13,2,,,,,,
13,31,3,,,,,,,
6,16,5,16,32,4,1,2,,
35,14,32,34,22,33,,,,
25,31,,,,,,,,
3,7,8,2,3,13,11,,,
25,28,5,9,,,,,,
19,20,16,3,32,36,,,,
16,21,14,,,,,,,
9,32,,,,,,,,
36,7,6,7,19,10,22,,,
7,6,30,13,11,13,24,22,,
23,26,24,3,13,,,,,
36,32,15,13,6,34,23,28,34,24
14,,,,,,,,,
13,31,,,,,,,,
34,29,28,27,22,8,13,14,33,
27,22,26,13,,,,,,
11,10,35,17,,,,,,
28,29,20,,,,,,,
2,33,,,,,,,,
18,12,6,16,11,31,,,,
17,,,,,,,,,
6,7,29,14,13,8,16,27,15,
1,26,3,6,1,26,25,6,15,4
29,24,26,22,26,25,7,8,,
19,8,9,29,25,29,28,1,20,26
18,3,28,3,,,,,,
24,23,27,13,33,,,,,
3,26,,,,,,,,
27,10,,,,,,,,
3,26,11,35,18,8,,,,
3,2,9,14,16,13,2,19,11,8
13,14,29,3,5,6,16,10,22,
1,4,3,,,,,,,
10,9,5,8,31,14,17,34,,
6,9,8,9,,,,,,
13,11,15,1,4,,,,,
33,25,24,35,,,,,,
26,27,20,,,,,,,
27,22,2,1,31,21,13,16,24,6
21,32,35,36,29,,,,,
7,8,31,21,10,1,5,15,21,
7,33,35,34,4,19,22,7,16,13
16,6,23,9,28,24,33,9,8,11
21,,,,,,,,,
6,7,19,8,6,,,,,
12,36,33,36,11,15,32,,,
12,14,29,27,26,22,23,36,32,14
35,32,36,28,15,7,14,,,
16,15,27,12,8,,,,,
32,14,16,13,33,34,32,36,20,27
34,27,12,10,18,17,1,5,,
6,,,,,,,,,
28,3,31,11,,,,,,
33,10,,,,,,,,
15,36,35,10,,,,,,
33,36,34,32,36,21,,,,
22,24,28,6,,,,,,
18,12,16,1,3,9,,,,
33,35,22,32,35,14,,,,
25,26,13,4,,,,,,
29,16,11,,,,,,,
7,16,,,,,,,,
1,23,25,36,20,19,6,16,,
27,24,21,5,2,3,,,,
6,,,,,,,,,
23,6,11,16,26,4,36,26,25,
19,9,33,,,,,,,
35,,,,,,,,,
4,31,18,12,11,25,,,,
4,,,,,,,,,
24,23,25,32,,,,,,
12,8,6,,,,,,,
7,13,,,,,,,,
16,7,32,7,32,6,31,,,
23,9,18,21,,,,,,
34,22,11,7,29,25,26,,,
3,7,1,12,2,27,22,27,,
22,30,22,,,,,,,
36,8,29,28,,,,,,
16,11,12,31,,,,,,
15,19,20,3,,,,,,
21,27,25,32,17,22,25,29,28,
6,11,23,7,16,27,5,12,14,6
6,7,6,19,18,,,,,
4,2,36,,,,,,,
7,3,2,10,28,22,8,,,
21,28,4,,,,,,,
32,34,35,36,,,,,,
25,,,,,,,,,
26,,,,,,,,,
32,11,31,1,35,36,12,9,19,8
22,24,34,35,34,32,34,32,,
23,22,25,,,,,,,
3,35,,,,,,,,
9,8,9,,,,,,,
29,,,,,,,,,
6,15,,,,,,,,
35,36,34,17,31,6,13,18,,
22,24,22,25,29,,,,,
9,1,3,29,25,18,36,6,,
27,2,17,9,30,1,12,21,31,9
22,3,28,30,28,3,2,,,
3,28,20,,,,,,,
29,27,31,10,,,,,,
27,3,28,29,31,14,,,,
12,14,16,7,11,31,18,15,,
23,35,19,6,15,22,23,5,8,
30,22,19,35,32,8,14,12,,
30,1,34,,,,,,,
16,2,18,36,28,,,,,
23,26,13,16,14,27,30,,,
1,18,17,9,14,32,35,36,,
15,28,24,22,26,27,14,7,29,28
35,21,,,,,,,,
5,27,29,,,,,,,
16,2,31,11,6,31,25,,,
6,11,13,23,24,34,14,,,
12,32,18,19,15,4,24,,,
27,22,25,,,,,,,
29,9,29,12,31,18,31,30,32,
16,36,,,,,,,,
20,28,29,25,29,7,13,20,18,
7,11,12,30,1,20,18,26,,
1,16,13,31,8,10,13,16,11,9
32,4,32,35,14,9,6,5,9,
4,1,22,35,5,2,33,,,
2,17,5,21,8,15,6,24,30,28
10,2,1,3,,,,,,
4,,,,,,,,,
31,3,18,31,11,13,31,12,,
9,20,7,6,13,8,21,10,33,
13,6,14,9,31,21,10,,,
28,23,14,15,6,16,29,27,14,12
10,12,29,10,19,2,,,,
3,4,30,12,10,8,24,25,26,27
14,,,,,,,,,
11,28,20,10,21,1,26,33,34,
36,35,33,12,,,,,,
2,10,8,,,,,,,
14,11,29,26,,,,,,
5,,,,,,,,,
10,12,,,,,,,,
35,11,13,31,12,11,,,,
1,13,31,13,15,8,35,23,25,26
13,11,27,7,2,17,35,15,13,11
26,,,,,,,,,
36,25,26,9,17,28,30,8,22,
31,15,8,29,27,,,,,
1,5,3,28,29,17,2,20,9,19
30,19,2,18,2,10,18,20,9,29
34,32,35,34,8,34,14,,,
26,27,25,,,,,,,
18,,,,,,,,,
2,29,21,27,26,30,18,10,,
29,19,8,20,13,8,,,,
12,15,3,29,,,,,,
32,17,8,32,5,24,,,,
13,29,,,,,,,,
5,1,,,,,,,,
13,7,2,4,,,,,,
30,21,17,18,8,14,,,,
2,,,,,,,,,
21,12,15,11,,,,,,
25,28,21,12,13,16,,,,
8,9,10,9,16,,,,,
26,27,28,29,30,2,,,,
12,11,,,,,,,,
25,22,24,21,12,8,17,21,,
35,33,,,,,,,,
28,24,26,23,27,,,,,
20,,,,,,,,,
12,26,22,24,,,,,,
27,22,10,21,,,,,,
36,33,,,,,,,,
18,19,26,24,25,27,26,22,36,
34,19,,,,,,,,
8,18,32,35,,,,,,
27,16,35,33,7,9,22,23,28,27
6,27,4,2,,,,,,
23,16,11,,,,,,,
1,30,1,10,12,,,,,
35,15,,,,,,,,
31,,,,,,,,,
19,33,36,32,36,23,34,,,
25,18,20,19,2,24,7,,,
29,24,22,1,27,26,,,,
32,4,20,9,29,33,35,33,23,22
23,20,35,14,19,33,29,,,
31,19,,,,,,,,
33,14,11,,,,,,,
33,,,,,,,,,
16,14,16,,,,,,,
2,10,8,14,,,,,,
24,1,8,9,31,16,13,36,11,15
15,23,12,34,35,34,5,,,
16,13,6,14,20,22,4,25,14,15
20,11,6,,,,,,,
17,19,25,26,29,28,7,13,,
28,20,25,,,,,,,
28,15,14,18,16,,,,,
18,35,,,,,,,,
19,18,20,17,18,19,10,32,,
9,,,,,,,,,
2,,,,,,,,,
16,36,3,27,24,27,34,,,
9,2,10,21,10,3,1,,,
32,19,2,21,17,21,8,12,,
14,29,25,,,,,,,
36,33,,,,,,,,
36,11,16,7,16,14,17,15,,
32,2,,,,,,,,
32,,,,,,,,,
4,9,,,,,,,,
36,,,,,,,,,
31,13,8,17,2,23,27,5,1,
3,29,8,31,,,,,,
2,25,27,6,11,,,,,
7,15,36,12,4,,,,,
15,8,11,22,18,30,,,,
5,3,18,19,,,,,,
35,,,,,,,,,
16,13,35,,,,,,,
10,19,10,3,5,9,7,6,29,
28,3,25,24,26,27,22,,,
20,6,8,7,17,16,6,13,,
10,12,9,35,11,9,,,,
14,15,,,,,,,,
17,2,27,,,,,,,
30,5,22,26,,,,,,
19,10,5,21,,,,,,
18,22,,,,,,,,
10,8,31,,,,,,,
17,12,21,7,25,,,,,
15,11,31,30,19,28,,,,
36,7,11,26,11,14,3,1,,
27,29,28,4,,,,,,
14,12,24,28,29,24,,,,
16,19,,,,,,,,
3,34,19,18,7,15,11,7,6,13
33,9,8,10,2,10,,,,
9,8,28,3,4,1,11,8,,
18,34,36,23,28,29,28,23,,
24,11,12,15,11,1,5,,,
15,11,14,9,,,,,,
17,33,5,1,3,,,,,
15,21,,,,,,,,
2,3,1,36,33,2,4,30,16,11
34,36,27,18,2,,,,,
5,12,31,7,,,,,,
32,36,32,,,,,,,
18,12,11,15,21,,,,,
35,11,16,4,13,5,,,,
14,16,11,13,33,15,,,,
2,,,,,,,,,
23,22,33,,,,,,,
25,8,,,,,,,,
27,3,,,,,,,,
29,16,14,33,23,,,,,
36,32,20,15,11,15,19,,,
24,23,,,,,,,,
28,20,18,,,,,,,
17,19,15,19,18,20,16,,,
18,28,,,,,,,,
35,34,33,32,8,9,10,25,26,
19,32,8,36,31,8,,,,
22,13,34,33,19,20,,,,
19,20,31,,,,,,,
1,3,25,21,35,21,1,5,,
1,26,36,10,,,,,,
24,25,27,19,7,6,8,30,5,
8,11,14,7,8,,,,,
25,29,10,2,28,3,23,25,,
23,,,,,,,,,
32,8,31,27,24,27,,,,
31,20,10,19,34,33,31,,,
24,26,,,,,,,,
36,9,20,19,20,10,,,,
10,35,29,,,,,,,
11,13,8,6,36,27,26,35,,
2,10,2,5,3,5,28,3,15,
26,23,1,2,17,16,,,,
16,14,1,27,12,23,25,5,,
7,11,7,13,36,17,12,,,
9,8,1,2,17,12,30,9,,
13,6,23,33,32,27,3,27,,
20,19,2,,,,,,,
18,2,5,35,16,13,35,33,,
30,35,32,29,25,13,24,,,
17,20,25,,,,,,,
15,11,19,10,11,15,17,27,9,
20,4,,,,,,,,
4,3,2,,,,,,,
34,1,33,32,36,33,35,21,24,31
10,2,19,31,33,,,,,
15,11,15,7,18,,,,,
23,,,,,,,,,
22,26,32,34,9,22,21,8,,
13,6,31,12,,,,,,
31,13,10,19,4,2,17,9,,
8,18,2,18,17,21,,,,
32,33,36,19,,,,,,
17,33,11,14,11,25,27,,,
13,25,,,,,,,,
26,10,31,13,16,11,36,35,36,33
27,,,,,,,,,
3,,,,,,,,,
28,23,33,25,2,10,17,,,
4,26,,,,,,,,
25,14,11,15,23,,,,,
5,6,15,6,21,26,4,1,27,12
30,9,17,10,18,20,9,8,,
14,13,26,33,28,,,,,
21,7,20,29,18,,,,,
2,6,14,,,,,,,
10,,,,,,,,,
29,19,17,8,,,,,,
33,34,13,10,8,12,10,18,19,
30,15,14,27,5,19,,,,
27,23,33,22,26,24,36,,,
33,25,27,24,9,17,,,,
3,,,,,,,,,
9,20,19,18,8,25,28,24,,
10,9,14,35,36,24,27,4,,
15,,,,,,,,,
32,35,34,6,13,27,,,,
5,35,33,36,33,16,,,,
3,33,24,30,,,,,,
5,8,3,,,,,,,
35,6,12,36,35,32,33,30,,
2,7,31,27,26,,,,,
1,7,21,17,9,,,,,
35,14,6,21,18,8,16,10,17,3
21,34,4,1,36,21,,,,
5,,,,,,,,,
24,22,26,28,33,1,4,1,3,12
3,16,6,16,13,25,23,,,
14,10,21,7,25,27,36,35,33,13
31,6,27,11,3,,,,,
36,33,36,,,,,,,
5,1,15,16,,,,,,
13,14,20,16,22,24,23,31,5,22
20,18,20,19,12,21,18,31,8,
20,16,11,20,17,23,25,9,22,25
2,30,13,16,,,,,,
15,27,2,18,25,31,12,21,,
32,35,23,2,31,8,19,11,12,11
12,13,7,6,35,22,29,9,8,
16,11,26,27,33,9,10,2,,
23,17,35,13,31,12,11,14,6,
4,6,12,27,,,,,,
4,16,6,30,6,8,5,,,
29,24,27,22,8,16,,,,
21,19,8,35,33,16,,,,
35,34,36,2,11,26,35,36,33,34
25,,,,,,,,,
3,6,7,,,,,,,
3,12,7,14,27,24,27,19,18,
34,,,,,,,,,
2,20,17,12,11,15,,,,
12,10,23,22,27,9,1,,,
36,30,36,22,5,27,24,27,,
5,26,6,25,29,11,7,12,2,
16,14,13,3,12,,,,,
32,,,,,,,,,
36,18,31,20,33,5,2,,,
36,33,6,3,2,32,24,34,35,
33,9,20,12,9,,,,,
16,14,12,5,,,,,,
4,5,6,,,,,,,
15,9,15,18,17,,,,,
29,,,,,,,,,
1,,,,,,,,,
9,34,5,4,27,10,30,31,36,
3,31,26,25,,,,,,
11,36,33,36,,,,,,
29,27,29,28,27,2,3,1,14,13
16,13,6,19,8,2,4,,,
31,9,5,6,14,11,13,20,,
7,11,8,17,18,,,,,
21,33,9,17,18,10,9,3,,
35,17,20,9,22,1,2,7,,
28,27,,,,,,,,
29,32,26,,,,,,,
16,14,11,27,29,12,,,,
16,21,29,24,29,6,12,21,3,2
5,19,17,15,12,16,,,,
18,9,12,4,36,,,,,
25,36,32,31,1,,,,,
31,20,3,26,2,35,32,,,
26,19,33,35,36,5,2,35,,
12,7,21,18,32,15,13,23,16,
19,21,10,9,,,,,,
19,21,35,29,27,26,19,16,12,16
17,10,2,15,13,,,,,
1,3,27,,,,,,,
14,29,2,18,31,17,7,,,
15,16,24,23,13,14,21,11,8,
15,8,10,26,11,17,27,22,,
30,17,21,,,,,,,
1,16,9,33,12,8,35,34,,
6,22,27,29,6,9,8,,,
26,15,13,2,5,27,24,5,,
21,30,5,,,,,,,
5,1,19,17,31,18,,,,
32,18,,,,,,,,
1,3,18,4,2,22,26,25,,
24,2,13,21,2,,,,,
29,13,32,33,,,,,,
32,,,,,,,,,
4,10,21,16,12,6,,,,
18,10,13,34,1,2,,,,
18,5,4,36,3,28,14,7,,
13,36,33,2,20,9,8,,,
12,17,26,23,18,20,,,,
36,35,8,,,,,,,
17,2,5,2,1,4,,,,
17,21,,,,,,,,
33,28,6,,,,,,,
6,,,,,,,,,
7,18,30,28,23,22,,,,
27,24,26,8,2,36,33,36,,
25,26,27,,,,,,,
34,33,31,33,4,27,28,,,
5,7,23,26,24,,,,,
23,4,17,29,27,25,29,10,2,
17,22,28,17,,,,,,
17,20,19,4,23,35,17,25,21,1
28,24,12,14,,,,,,
29,35,,,,,,,,
29,24,,,,,,,,
27,23,,,,,,,,
27,14,1,3,21,,,,,
27,36,2,5,28,24,,,,
17,31,13,,,,,,,
7,31,7,28,4,18,17,8,,
10,5,16,14,27,24,33,32,35,
35,7,36,30,21,,,,,
34,33,7,16,2,21,2,,,
36,34,25,24,1,30,28,3,,
27,24,8,7,6,,,,,
2,10,20,,,,,,,
21,31,30,9,17,21,18,17,28,
12,27,29,11,14,12,,,,
26,27,7,,,,,,,
34,29,28,3,31,,,,,
20,11,6,15,14,13,7,2,5,
3,28,31,12,7,,,,,
21,32,33,35,33,10,12,,,
1,33,,,,,,,,
2,14,19,2,17,,,,,
1,2,4,5,8,17,12,30,3,
16,10,,,,,,,,
24,31,12,25,16,14,15,8,11,
13,19,,,,,,,,
5,,,,,,,,,
14,16,1,4,3,33,35,34,23,25
3,27,21,19,,,,,,
14,11,21,12,,,,,,
12,15,13,23,10,11,16,7,,
23,5,36,26,7,21,23,22,5,27
36,4,,,,,,,,
35,25,22,25,19,17,13,23,27,5
18,19,,,,,,,,
27,29,27,22,35,,,,,
7,21,12,17,,,,,,
32,13,31,25,27,3,,,,
10,33,34,2,17,19,17,,,
28,21,18,10,19,27,26,18,,
1,2,1,29,9,17,29,15,7,34
23,34,33,15,11,31,12,33,30,1
12,11,,,,,,,,
31,30,3,31,,,,,,
22,25,26,30,,,,,,
1,22,4,33,32,20,,,,
1,12,7,8,17,19,,,,
18,1,30,31,21,33,,,,
14,19,8,10,23,,,,,
34,29,31,27,21,10,30,6,,
36,32,26,32,33,9,,,,
12,6,8,19,13,11,14,16,,
26,25,22,12,21,,,,,
31,11,16,,,,,,,
32,35,10,26,19,,,,,
13,4,,,,,,,,
15,14,7,24,27,,,,,
24,18,21,15,14,34,2,31,11,
31,8,17,,,,,,,
24,1,31,23,4,33,16,13,14,15
35,34,33,1,5,4,19,6,8,
28,23,2,19,10,17,15,11,8,
34,24,27,,,,,,,
19,28,21,31,18,3,34,13,,
28,29,5,8,21,,,,,
17,12,7,6,,,,,,
19,8,15,12,34,12,4,5,,
32,34,24,31,18,6,15,14,11,12
7,4,1,,,,,,,
4,14,8,,,,,,,
1,2,36,32,35,9,,,,
18,11,14,11,7,5,4,5,27,6
25,22,4,1,,,,,,
34,23,18,,,,,,,
26,25,22,25,16,26,12,16,20,1
13,6,12,7,12,6,31,4,,
4,2,1,3,21,31,8,,,
25,27,,,,,,,,
34,35,32,36,33,,,,,
2,4,26,15,14,11,19,15,7,
21,9,16,26,24,18,21,,,
32,12,11,13,3,30,26,25,36,
16,21,7,30,31,,,,,
24,14,6,19,17,8,,,,
35,32,33,19,,,,,,
22,,,,,,,,,
4,17,2,6,7,15,36,17,19,8
3,25,27,10,12,15,8,10,,
15,6,,,,,,,,
29,14,7,,,,,,,
27,29,23,27,29,28,30,,,
32,36,32,35,32,17,,,,
18,,,,,,,,,
19,2,4,7,18,,,,,
6,8,,,,,,,,
2,17,12,20,12,25,4,1,,
17,,,,,,,,,
6,11,24,29,,,,,,
7,18,2,5,1,30,8,19,15,
16,27,26,25,36,32,13,31,,
35,19,,,,,,,,
21,8,9,8,29,6,,,,
15,20,9,26,15,14,3,28,30,
11,8,14,9,28,7,13,35,,
32,33,,,,,,,,
27,,,,,,,,,
8,7,16,15,14,,,,,
23,4,20,17,24,,,,,
4,21,,,,,,,,
6,,,,,,,,,
10,,,,,,,,,
8,31,5,1,2,1,3,4,32,34
7,34,18,21,28,24,18,19,20,14
25,35,13,31,12,3,35,22,,
32,33,28,12,20,22,6,13,9,
25,24,28,,,,,,,
12,3,1,12,14,35,,,,
21,28,31,,,,,,,
32,34,11,26,33,36,2,5,25,27
2,19,20,19,10,,,,,
35,1,13,,,,,,,
13,11,20,9,36,18,11,8,28,
20,18,21,30,,,,,,
22,26,11,1,22,3,,,,
16,33,,,,,,,,
11,,,,,,,,,
25,29,27,21,,,,,,
33,16,9,,,,,,,
19,8,13,,,,,,,
18,13,32,33,,,,,,
7,5,24,28,,,,,,
25,26,,,,,,,,
34,1,,,,,,,,
23,,,,,,,,,
6,26,6,15,14,,,,,
17,20,9,2,18,13,,,,
24,11,36,,,,,,,
14,,,,,,,,,
28,29,28,30,20,17,,,,
23,16,13,16,15,20,,,,
6,2,19,6,8,17,9,,,
1,30,28,10,17,19,33,16,18,20
31,30,5,33,6,32,12,5,4,
2,11,,,,,,,,
16,7,8,11,8,16,6,,,
5,,,,,,,,,
19,8,18,26,1,2,,,,
8,4,5,4,2,3,9,16,,
17,18,20,14,29,35,1,,,
28,26,22,26,28,9,2,26,33,
4,21,17,8,15,,,,,
17,8,6,5,,,,,,
7,19,20,,,,,,,
25,26,32,2,3,19,10,,,
14,6,35,36,33,15,23,22,,
35,5,3,23,21,28,13,11,8,
24,27,20,26,22,,,,,
14,16,11,16,,,,,,
10,19,17,8,15,6,11,4,2,
30,1,31,,,,,,,
5,16,8,31,,,,,,
35,21,12,17,24,29,27,24,33,30
25,12,13,29,,,,,,
8,31,21,18,33,21,28,21,12,
33,3,30,31,11,,,,,
12,5,7,8,28,25,8,10,,
34,9,12,28,31,17,18,23,,
8,3,20,2,3,5,,,,
29,22,35,17,18,2,5,,,
14,16,36,33,32,36,1,3,5,
12,15,,,,,,,,
21,1,23,10,18,8,16,14,,
11,5,4,,,,,,,
1,22,15,34,21,32,7,6,2,
20,24,28,34,,,,,,
28,27,17,4,8,20,23,26,22,3
27,23,25,18,3,28,29,18,23,14
3,2,31,12,24,27,,,,
13,6,24,6,2,29,24,29,33,
36,32,29,20,23,17,9,,,
5,4,14,,,,,,,
32,29,2,,,,,,,
12,23,26,24,23,6,19,,,
15,26,8,12,28,21,22,9,34,
30,6,12,33,5,16,,,,
30,22,17,19,2,4,5,8,19,
1,34,,,,,,,,
26,14,,,,,,,,
8,9,12,6,28,32,34,17,27,29
17,19,18,30,31,8,18,6,13,
14,15,4,14,8,14,21,,,
25,12,,,,,,,,
13,21,17,5,8,11,,,,
6,24,4,27,,,,,,
7,16,6,12,10,30,26,,,
8,10,18,21,2,,,,,
26,23,10,20,7,21,14,15,6,2
14,36,14,2,,,,,,
20,26,3,9,25,17,18,10,9,27
1,34,32,7,,,,,,
8,12,1,,,,,,,
24,35,,,,,,,,
34,36,,,,,,,,
15,11,24,16,17,9,10,,,
2,4,19,13,8,10,21,12,9,14
25,,,,,,,,,
3,4,19,32,20,16,4,35,17,
9,8,,,,,,,,
7,,,,,,,,,
9,36,7,,,,,,,
5,3,6,31,29,8,19,33,23,
29,24,12,3,5,20,11,6,,
24,,,,,,,,,
14,16,3,2,19,26,,,,
11,6,17,1,4,33,32,34,,
18,2,12,5,11,32,35,,,
6,12,10,17,5,16,11,13,15,29
27,25,23,31,1,,,,,
21,31,12,4,25,7,,,,
19,18,,,,,,,,
21,10,29,6,35,34,33,,,
36,30,17,21,12,,,,,
8,18,17,18,36,32,13,7,16,13
16,12,8,16,6,7,,,,
13,,,,,,,,,
26,30,,,,,,,,
27,25,27,26,24,1,9,8,,
10,2,5,29,10,2,9,23,5,3
5,33,32,34,35,36,13,31,23,
16,,,,,,,,,
15,13,31,25,26,25,24,29,27,28
19,8,17,8,,,,,,
28,17,,,,,,,,
19,20,,,,,,,,
27,,,,,,,,,
4,11,15,23,,,,,,
4,28,,,,,,,,
26,36,34,27,,,,,,
26,5,3,35,4,35,34,33,32,
18,17,13,35,34,,,,,
2,3,2,16,,,,,,
26,3,26,25,,,,,,
7,6,11,32,33,7,22,34,33,
1,4,6,8,11,6,25,19,,
8,17,,,,,,,,
2,3,8,14,13,7,,,,
19,36,,,,,,,,
3,5,4,18,22,24,27,3,,
2,23,33,34,36,,,,,
25,34,35,34,19,18,19,18,17,
36,34,3,5,2,9,31,,,
36,6,13,25,10,2,17,19,,
10,9,20,19,7,33,23,25,5,
32,35,,,,,,,,
7,9,17,,,,,,,
6,2,10,21,5,,,,,
4,1,31,16,27,21,28,11,,
27,1,2,32,35,,,,,
14,32,8,19,20,32,29,,,
16,31,27,12,8,7,,,,
16,,,,,,,,,
1,21,17,11,10,16,29,7,,
5,10,5,,,,,,,
7,29,26,35,22,,,,,
14,6,15,,,,,,,
14,7,32,34,10,19,8,14,,
29,25,33,35,1,24,1,2,,
24,16,1,7,27,5,20,5,,
35,34,26,6,11,12,32,,,
22,19,11,,,,,,,
23,3,10,11,12,,,,,
1,9,7,11,29,25,36,34,36,
28,21,18,20,19,18,10,12,10,
25,22,23,22,24,28,,,,
25,24,22,8,,,,,,
31,,,,,,,,,
27,29,,,,,,,,
21,5,2,18,,,,,,
10,19,29,28,3,1,19,12,14,
1,4,,,,,,,,
14,13,31,21,20,17,9,7,,
14,24,26,34,27,12,14,,,
26,34,33,36,,,,,,
26,20,24,34,35,16,36,17,,
9,8,13,22,7,14,5,,,
32,18,6,8,15,1,11,15,,
18,,,,,,,,,
36,13,31,6,13,17,25,22,33,
35,32,36,3,20,22,29,12,,
3,16,15,26,16,13,16,30,,
27,29,24,10,7,21,,,,
21,28,16,13,15,,,,,
13,8,11,14,,,,,,
2,1,4,1,31,29,19,4,,
27,25,23,26,4,,,,,
21,16,,,,,,,,
12,31,23,,,,,,,
8,2,24,25,35,25,27,26,36,34
16,14,16,18,2,12,24,,,
21,33,,,,,,,,
26,27,23,24,35,,,,,
21,12,6,20,10,12,14,,,
21,3,1,30,17,29,,,,
12,18,2,17,,,,,,
13,15,31,,,,,,,
16,11,7,21,3,32,36,33,36,1
25,26,5,,,,,,,
7,11,14,6,10,,,,,
25,36,32,36,,,,,,
36,10,2,5,17,19,24,17,27,12
16,11,26,32,31,30,13,15,,
20,26,20,12,5,10,5,17,30,10
1,30,,,,,,,,
12,14,,,,,,,,
20,,,,,,,,,
24,28,23,2,14,15,,,,
21,7,21,5,16,4,5,36,32,
33,20,,,,,,,,
22,27,22,7,35,,,,,
27,,,,,,,,,
29,35,,,,,,,,
12,,,,,,,,,
23,24,4,32,34,10,23,27,24,
6,14,17,21,8,,,,,
16,1,21,31,22,24,23,15,8,
24,9,29,,,,,,,
24,29,,,,,,,,
13,15,8,13,36,19,20,,,
3,5,36,4,5,,,,,
21,1,34,19,,,,,,
33,18,36,19,29,7,11,12,7,36
7,16,10,2,16,7,,,,
24,26,,,,,,,,
17,11,33,32,7,13,14,34,,
2,14,23,3,2,1,4,13,,
6,15,33,35,36,5,16,,,
18,20,4,18,,,,,,
9,17,26,17,20,29,,,,
29,31,10,2,17,2,10,,,
18,8,,,,,,,,
19,,,,,,,,,
5,4,3,27,24,22,23,34,33,
35,12,4,1,,,,,,
5,7,10,21,24,,,,,
9,,,,,,,,,
8,27,24,14,27,4,6,,,
5,3,9,15,11,,,,,
35,27,,,,,,,,
16,2,5,34,28,21,,,,
4,19,17,35,33,30,2,,,
9,2,5,26,,,,,,
36,2,,,,,,,,
22,5,36,21,35,30,2,1,10,29
7,,,,,,,,,
5,33,32,22,25,35,33,2,33,35
9,3,,,,,,,,
12,14,7,8,17,10,12,,,
23,26,1,5,29,20,18,20,13,
9,29,,,,,,,,
17,,,,,,,,,
34,6,3,4,,,,,,
31,6,,,,,,,,
18,8,22,26,24,28,27,24,26,25
16,11,13,18,29,24,29,14,,
35,,,,,,,,,
1,3,21,12,19,10,21,,,
19,27,3,2,5,21,26,24,19,
14,12,17,28,27,12,9,,,
23,22,,,,,,,,
13,33,28,29,25,27,22,9,20,
25,26,25,26,,,,,,
32,36,13,24,13,19,8,12,,
21,33,12,8,18,9,10,17,,
17,,,,,,,,,
1,6,18,9,5,14,19,8,,
10,25,24,27,36,13,26,,,
17,11,17,2,,,,,,
15,33,24,29,,,,,,
20,9,20,18,34,35,33,6,36,33
20,35,11,14,27,21,28,,,
9,33,,,,,,,,
16,,,,,,,,,
21,26,29,33,32,,,,,
10,24,28,18,19,8,15,11,31,27
36,35,7,8,16,14,6,,,
6,31,23,19,2,32,35,36,8,
7,23,33,,,,,,,
32,10,19,10,17,10,36,1,23,7
22,7,21,28,2,31,20,13,25,5
6,14,7,,,,,,,
15,13,,,,,,,,
19,11,8,7,35,36,8,21,23,
11,13,11,6,25,19,,,,
3,1,,,,,,,,
18,20,6,35,36,21,10,,,
1,6,12,15,7,6,20,9,10,
2,19,,,,,,,,
6,12,4,5,27,36,32,,,
20,18,29,30,11,,,,,
17,,,,,,,,,
21,27,29,22,12,25,,,,
